"participant","trial","position","first_display","display","direction","video","outcome","simulation","attn_check","rating","ball_direction","goalie_direction"
"LAMI008",20,"ball","down","down","right","LAMI_right_score_down.mp4","score","Remember",0.12,0.458,"right","left"
"LAMI008",21,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.782,0.445,"right","right"
"LAMI008",22,"ball","down","down","left","LAMI_left_score_down.mp4","score","Cause",0.765,0.516,"left","right"
"LAMI008",23,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.783,0.236,"right","right"
"LAMI008",24,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.174,0.461,"left","left"
"LAMI008",25,"ball","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.745,0.454,"right","right"
"LAMI008",26,"ball","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.217,0.452,"left","left"
"LAMI008",27,"ball","down","up","right","LAMI_right_score.mp4","score","Remember",0.133,0.502,"right","left"
"LAMI008",28,"ball","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.753,0.457,"right","right"
"LAMI008",29,"ball","down","up","left","LAMI_left_score.mp4","score","Cause",0.755,0.463,"left","right"
"LAMI008",30,"ball","down","up","left","LAMI_left_score.mp4","score","What if?",0.739,0.459,"left","right"
"LAMI008",31,"ball","down","up","left","LAMI_left_score.mp4","score","What if?",0.72,0.463,"left","right"
"LAMI008",32,"ball","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.793,0.445,"right","right"
"LAMI008",33,"ball","down","up","left","LAMI_left_score.mp4","score","Cause",0.75,0.48,"left","right"
"LAMI008",34,"ball","down","up","left","LAMI_left_score.mp4","score","Remember",0.785,0.457,"left","right"
"LAMI008",35,"ball","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.127,0.363,"left","left"
"LAMI008",36,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.208,0.406,"left","left"
"LAMI008",37,"ball","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.21,0.436,"left","left"
"LAMI008",38,"ball","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.818,0.42,"right","right"
"LAMI008",39,"ball","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.753,0.459,"right","right"
"LAMI008",40,"ball","down","up","left","LAMI_left_score.mp4","score","Remember",0.732,0.467,"left","right"
"LAMI008",41,"ball","down","up","left","LAMI_left_score.mp4","score","Remember",0.768,0.467,"left","right"
"LAMI008",42,"ball","down","up","left","LAMI_left_score.mp4","score","What if?",0.758,0.467,"left","right"
"LAMI008",43,"ball","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.163,0.427,"left","left"
"LAMI008",44,"ball","down","up","right","LAMI_right_score.mp4","score","Cause",0.756,0.482,"right","left"
"LAMI008",45,"ball","down","up","right","LAMI_right_score.mp4","score","Cause",0.163,0.461,"right","left"
"LAMI008",46,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.18,0.46,"left","left"
"LAMI008",47,"ball","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.793,0.444,"right","right"
"LAMI008",48,"ball","down","up","right","LAMI_right_score.mp4","score","What if?",0.782,0.488,"right","left"
"LAMI009",1,"ball","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.752,0,"right","right"
"LAMI009",2,"ball","up","up","right","LAMI_right_score.mp4","score","Remember",0.142,0.955,"right","left"
"LAMI009",3,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.745,0.953,"right","right"
"LAMI009",4,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.132,0.867,"left","left"
"LAMI009",5,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.164,0.774,"right","left"
"LAMI009",6,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.207,0.864,"right","left"
"LAMI009",7,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.201,0.884,"left","left"
"LAMI009",8,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.739,0.957,"left","right"
"LAMI009",9,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.188,0,"left","left"
"LAMI009",10,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.758,0,"left","right"
"LAMI009",11,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.174,0.955,"left","left"
"LAMI009",12,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.744,0,"left","right"
"LAMI009",13,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.163,0,"right","left"
"LAMI009",14,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.792,0.821,"right","right"
"LAMI009",15,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.765,0.958,"left","right"
"LAMI009",16,"ball","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.777,0,"right","right"
"LAMI009",17,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.17,0,"right","left"
"LAMI009",18,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.727,0.961,"left","right"
"LAMI009",19,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.791,0.805,"right","right"
"LAMI009",20,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.122,0.958,"left","left"
"LAMI009",21,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.77,0.827,"left","right"
"LAMI009",22,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.783,0.845,"left","right"
"LAMI009",23,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.787,0.953,"right","right"
"LAMI009",24,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.137,0,"left","left"
"LAMI009",25,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.183,0.958,"left","left"
"LAMI009",26,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.137,0,"right","left"
"LAMI009",27,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.158,0,"left","left"
"LAMI009",28,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.752,0.844,"right","right"
"LAMI009",29,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.776,0.958,"right","right"
"LAMI009",30,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.172,0,"left","left"
"LAMI009",31,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.769,0,"left","right"
"LAMI009",32,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.775,0.846,"left","right"
"LAMI009",33,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.755,0.96,"left","right"
"LAMI009",34,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.741,0.842,"right","right"
"LAMI009",35,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.76,0.962,"left","right"
"LAMI009",36,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.784,0.827,"left","right"
"LAMI009",37,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.77,0.827,"right","right"
"LAMI009",38,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.15,0,"left","left"
"LAMI009",39,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.172,0,"right","left"
"LAMI009",40,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.758,0.958,"right","right"
"LAMI009",41,"ball","up","down","right","LAMI_right_score_down.mp4","score","Cause",0.164,0.879,"right","left"
"LAMI009",42,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.158,0,"right","left"
"LAMI009",43,"ball","up","down","right","LAMI_right_score_down.mp4","score","Remember",0.144,0.957,"right","left"
"LAMI009",44,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.165,0,"left","left"
"LAMI009",45,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.138,0.846,"left","left"
"LAMI009",46,"ball","up","down","right","LAMI_right_score_down.mp4","score","Cause",0.153,0.947,"right","left"
"LAMI009",47,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.729,0.959,"left","right"
"LAMI009",48,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.167,0.955,"left","left"
"LAMI010",1,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.797,0,"left","right"
"LAMI010",2,"ball","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.784,0,"right","right"
"LAMI010",3,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.119,0.953,"right","left"
"LAMI010",4,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.136,0.97,"left","left"
"LAMI010",5,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.777,0.962,"right","right"
"LAMI010",6,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.744,0.969,"left","right"
"LAMI010",7,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.22,0,"left","left"
"LAMI010",8,"ball","up","up","right","LAMI_right_score.mp4","score","Remember",0.175,0.961,"right","left"
"LAMI010",9,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.779,0.961,"right","right"
"LAMI010",10,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.225,0.961,"left","left"
"LAMI010",11,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.818,0,"left","right"
"LAMI010",12,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.141,0.963,"right","left"
"LAMI010",13,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.854,0.958,"right","right"
"LAMI010",14,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.792,0.967,"left","right"
"LAMI010",15,"ball","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.766,0,"right","right"
"LAMI010",16,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.18,0.471,"left","left"
"LAMI010",17,"ball","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.741,0,"right","right"
"LAMI010",18,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.718,0.612,"right","right"
"LAMI010",19,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.764,0,"left","right"
"LAMI010",20,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.126,0,"right","left"
"LAMI010",21,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.206,0.794,"right","left"
"LAMI010",22,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.776,0.937,"left","right"
"LAMI010",23,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.787,0.902,"left","right"
"LAMI010",24,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.196,0.661,"left","left"
"LAMI010",25,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.216,0.036,"right","left"
"LAMI010",26,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.78,0.749,"right","right"
"LAMI010",27,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.191,0.65,"left","left"
"LAMI010",28,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.759,0.889,"left","right"
"LAMI010",29,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.775,0.754,"left","right"
"LAMI010",30,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.135,0.882,"left","left"
"LAMI010",31,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.158,0.002,"left","left"
"LAMI010",32,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.135,0,"right","left"
"LAMI010",33,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.793,0.952,"left","right"
"LAMI010",34,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.855,1,"left","right"
"LAMI010",35,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.114,0.885,"left","left"
"LAMI010",36,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.16,0,"left","left"
"LAMI010",37,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.085,0,"right","left"
"LAMI010",38,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.766,0.937,"right","right"
"LAMI010",39,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.746,0.891,"left","right"
"LAMI010",40,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.763,1,"left","right"
"LAMI010",41,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.781,0,"right","right"
"LAMI010",42,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.094,0,"right","left"
"LAMI010",43,"ball","up","down","right","LAMI_right_score_down.mp4","score","Remember",0.166,1,"right","left"
"LAMI010",44,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.227,0.719,"left","left"
"LAMI010",45,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.02,0,"left","left"
"LAMI010",46,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.178,0.924,"left","left"
"LAMI010",47,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.619,0.964,"left","right"
"LAMI010",48,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.152,0.947,"left","left"
"LAMI011",1,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.018,0.878,"right","right"
"LAMI011",2,"ball","down","down","right","LAMI_right_score_down.mp4","score","Remember",0.123,0.957,"right","left"
"LAMI011",3,"ball","down","down","left","LAMI_left_score_down.mp4","score","Cause",0.782,0.942,"left","right"
"LAMI011",4,"ball","down","down","right","LAMI_right_score_down.mp4","score","Cause",0.168,0.923,"right","left"
"LAMI011",5,"ball","down","down","left","LAMI_left_score_down.mp4","score","What if?",0.769,0.204,"left","right"
"LAMI011",6,"ball","down","down","left","LAMI_left_score_down.mp4","score","What if?",0.778,0.189,"left","right"
"LAMI011",7,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.78,0,"right","right"
"LAMI011",8,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.13,0.92,"left","left"
"LAMI011",9,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.191,0.919,"left","left"
"LAMI011",10,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.803,0.744,"right","right"
"LAMI011",11,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.745,0,"right","right"
"LAMI011",12,"ball","down","down","right","LAMI_right_score_down.mp4","score","Remember",0.122,0.892,"right","left"
"LAMI011",13,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.131,0.923,"left","left"
"LAMI011",14,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.185,0,"left","left"
"LAMI011",15,"ball","down","down","left","LAMI_left_score_down.mp4","score","Remember",0.743,0.852,"left","right"
"LAMI011",16,"ball","down","down","left","LAMI_left_score_down.mp4","score","Remember",0.787,0.933,"left","right"
"LAMI011",17,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.195,0,"left","left"
"LAMI011",18,"ball","down","down","right","LAMI_right_score_down.mp4","score","What if?",0.2,0.036,"right","left"
"LAMI011",19,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.191,0.935,"left","left"
"LAMI011",20,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.167,0.928,"left","left"
"LAMI011",21,"ball","down","down","left","LAMI_left_score_down.mp4","score","Cause",0.75,0.919,"left","right"
"LAMI011",22,"ball","down","down","right","LAMI_right_score_down.mp4","score","What if?",0.151,0,"right","left"
"LAMI011",23,"ball","down","down","right","LAMI_right_score_down.mp4","score","Cause",0.183,0.951,"right","left"
"LAMI011",24,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.149,0.945,"left","left"
"LAMI011",25,"ball","down","up","right","LAMI_right_score.mp4","score","Remember",0.2,0.964,"right","left"
"LAMI011",26,"ball","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.756,0,"right","right"
"LAMI011",27,"ball","down","up","left","LAMI_left_score.mp4","score","Cause",0.761,0.939,"left","right"
"LAMI011",28,"ball","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.144,0.914,"left","left"
"LAMI011",29,"ball","down","up","right","LAMI_right_score.mp4","score","What if?",0.145,0,"right","left"
"LAMI011",30,"ball","down","up","left","LAMI_left_score.mp4","score","Remember",0.74,0.96,"left","right"
"LAMI011",31,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.128,0.965,"left","left"
"LAMI011",32,"ball","down","up","left","LAMI_left_score.mp4","score","Cause",0.772,0.948,"left","right"
"LAMI011",33,"ball","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.159,0,"left","left"
"LAMI011",34,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.173,0.947,"left","left"
"LAMI011",35,"ball","down","up","left","LAMI_left_score.mp4","score","What if?",0.779,0,"left","right"
